"","review_dataset.text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"3164"," absolutely love    fit   pants        dont stretch   wearing      lot     ",0,0,0,0,1,0,0,0,0,1
"3165"," purchased  navy size small   delighted   fit  waist line  perfectly proportioned   petite    means   waist line   high   woman   regular sizing    lining  adds  substantial    dress",0,1,0,0,1,0,1,0,1,1
"3166"," loved  pants  minute  put      happy id ordered    wore    times     dinners  friends    full days    seams   legs ripped open    faux leather  isnt equipped  handle  stretch  fitted leggings   superbummed     pants   insanely cute     hold     casual wears      thankfully retailer  true   brilliant custom",0,2,0,0,2,0,0,2,0,4
"3167"," beautiful sheath dress    perfect  summer weddings  spring events    delicious sorbet pallette    substantial weight fabric   nip    give  illusion  curves   exist   good   pattern   knit   fabric  printed  size    smaller   size range      slender  top    size      prominent hips stay tts  size       busty  tts  size ",0,4,1,1,5,1,3,4,2,7
"3168"," love  crisscross detail  makes   stylish   flattering piece lovely soft material  drapes   hides imperfections      colors",0,1,0,0,3,1,1,1,0,3
"3169"," fell  love   dress    received    mail    surprised    unlike  picture online  slip underneath   nude color  fit    decided     wore     time today  felt great     driving   son   back seat  turned  hand     entire  side   dress   crocheting  ripped open     poor  quality    price",0,2,0,0,1,1,2,0,2,2
"3170","      tees   short sleeve version  found  wearing  pretty    jumped   long sleeve option     sale  bought  black  red      orangey red  love     top drapes nicely      style    plain tee  material  thin     nice  breeziness sake  dont anticipate     long   coolits   real investment piece    cute casual ",0,3,0,0,3,1,0,4,1,7
"3171","   perfect tank  super soft great colors    shape     wear  regular bra      offered  petitie sizes    means  finally   tank  doesnt gap   arms  scoop  low  flood   excess length   retailer  remembering  petitie girls   wonderful tank",0,2,1,1,3,0,2,4,3,4
"3172"," tanks   soft    black   coral    return  white        shrink   wash   drying      low heat   size   youre   sizes  recommend  tanks  ",0,1,0,1,1,2,0,2,2,2
"3173","love  cut   tshirt  loose    big  boxy     tees   fitted  nice weight  hemline  interestingoverall happy    hope  doesnt shrink",0,3,1,2,4,2,2,3,2,4
"3174","  write reviews    purchased  top  full price  week   store       top         put         extremely comfortable      wear   running    boys   feel   im put  ",0,2,0,0,0,0,0,2,1,3
"3175","",0,0,0,0,0,0,0,0,0,0
"3176","ive worn  top   times     wear    holes   area   waist line   jeans sits   time  wore  top      hour    ",0,2,0,0,0,1,0,2,2,1
"3177"," ordered  tangerine color   tank   great color slightly heathered",0,0,0,0,0,0,0,0,0,0
"3178","",0,0,0,0,0,0,0,0,0,0
"3179","      tank   riders straps   depth   scoop neck     normal bra    dressed   ",0,0,0,0,0,0,0,1,0,1
"3180","",0,0,0,0,0,0,0,0,0,0
"3181"," wore  tank       comfy  pretty    husband  home  asked   knew     eek     pretty sheer   lights  time   wear  cami underneath       bit",0,2,0,0,1,0,0,2,1,1
"3182"," received  top yesterday  love  sexy    revealing  great  date night      fits   chest  isnt  short   waist  soft fabric",1,1,0,0,1,0,0,1,1,3
"3183","     classic white tshirt  wasnt  big   tunic   fitted   perfect  love  irregular hemline   fit    tight    big     messy   perfect  tee   wardrobe runs true  size im   size   ordered  medium   fit great",0,2,1,0,3,0,0,2,2,4
"3184"," wanted          plain sloppy   returned ",0,0,1,0,0,0,0,0,1,0
"3185","    pretty springy blue  wore   white jeans  loved  love  loose longer swingy style    wait  wear        color",0,3,0,0,3,1,0,3,2,3
"3186","   tank    colors    wearing    weather warmed    soft good quality  wash   ive    vacation      room   suitcase        camisole shirts  dont fit  tight            pajama bottoms  sleep ",0,2,0,0,2,0,1,1,0,2
"3187","     tee    wear   weekends   sloppy      coverage   im feeling   bloated        weekends ha  tee  great     coverage     sloppy   oversized    flowy  flattering ",1,1,3,1,2,1,1,2,4,2
"3188","",0,0,0,0,0,0,0,0,0,0
"3189"," shoulders  arms  fairly tts    slight aline shape   tee   flattering    tent  frumpy    si",0,0,0,0,1,0,0,1,0,3
"3190"," peasant tops   lot  detail   chest   gathering yoke inlay ties     peasant blouse     simple top part     add volume   chest good  busty figures pretty top  colors  bit  autumnal  pictured",0,3,0,0,2,0,1,3,0,3
"3191","   big            wouldnt stay    chest      straps sewn   make  work    side  material  absolutely gorgeous rich saturated color  bad   fit   busty girls    luck     back  expensive  justify keeping      spend money   remadetailored",2,2,2,1,3,1,2,1,2,3
"3192","        website  runs small   colors   muddy  doesnt drape nicely    musually  xs    short stiff  plain ugly   back immediately",0,1,2,0,0,0,0,0,5,1
"3193"," wanted  love  shirt    usual style buy  looked  great online   actual shirt    brown  color  design   thought  online im fair coloring    wasnt flattering im thin    larger chest   style  wasnt       cute       good match  ",0,2,1,0,3,0,2,3,0,7
"3194","love  top       great transition piece   live  texas   temps stay high  october  top   purple motif color  perfect   colors arent   summery   fabric  lightweight  top    bit boxy  drapes nicely   wont make   wide    holding horses tops  runs   big  size      length",0,3,0,0,2,0,0,2,0,3
"3195","love  top  casual days fits perfectly fabric feels quality  color  bright    bright good length  touches top   thighs",1,2,0,0,2,0,1,2,1,3
"3196","   blouse   store   weeks ago  thought    pretty great colors  fun beading   wrists  hem  online  order  petite size    arrived  literally couldnt      shirt    washed  compared      store   petite size   short  im   feet tall      neckline   wide  open     kind  bra wouldnt show sadly  wasted  shipping ",1,4,1,0,3,1,0,3,2,4
"3197"," absolutely love  top  washed  nicely   perfect  body style short waist nice soft colors  ordered  top    style perfect  time  wore   received   compliments",0,3,0,0,2,0,0,2,0,4
"3198"," love  shirts color    lovely yellow  fit  nice  flowing   wear xs  intentionally bought         lose    wear  leggings   issue   transparent    opt  wear  spaghetti strap underneath    women    wearing  ",1,1,1,1,2,2,2,2,2,2
"3199"," fell  love   blouse  minute      store  colors    deeper       catalog   greens  browns  beautiful    great  fall  fit  true  size   wear     fit perfect  gold beading   sleeves  neck   nice extra love  top",0,3,0,0,3,2,0,3,3,7
"3200","    sale midsummer  retailer   quickly   goto summer slacks   office  work  washington dc  jerusalem    hot cities     comfortable  professional   sleeveless blouse jacket  heeled sandals   professional  flat sandals   tshirt perfect   weekend  travel    dont instantly wrinkle    linen slacks   ahead   summer  grab ",2,1,0,0,1,0,0,2,1,3
"3201"," pants fit  perfectlyi      days  wore     comfortable   sleep     stretch    wearing linen     good thing  somethey   heavier linen  good  mild wintersalmost  denimif     colors    morethey  remind     hippie days   fun",0,2,0,0,2,0,1,1,1,2
"3202","material  awful  soft   colors   darker  shows online     short         model   back",1,0,1,1,0,1,0,0,1,1
"3203"," bought  shirt   store    home      promptly  online  ordered   ive  multiple compliments anytime  wear    great   put    fuss ",1,1,0,0,0,1,0,1,2,1
"3204","people   commented   destroyed   wash didnt read  care label   dry clean",1,0,0,1,1,1,0,2,1,1
"3205"," loved  top  color  true  screen  cut  cute   lovely basic top      twist    loved  fabric   seethrough    wear  nude colored bra    shows",0,2,0,0,1,1,1,3,1,3
"3206","    past    blouse      photo mine  dark colors  dark colors   top fits  bit large   neck   wide  thought  flowed   fit nicely   regular size large    length   fact   shorter  shown   covered  bum   back   cute peplum ruffle     bronze colored beads   bottom edge    front  back         blouse shown  ",1,2,1,0,0,3,0,2,4,2
"3207"," great casual top  warm weather   linen ensures  structure stands    structure    interest   plan tee   fine job  hiding minor midsection lumpiness   dressed   bit  worn  linen  cotton trousers  bought  yellow   pleased  find  wasnt  transparent  bought  small  found  tts   american small bigger   uk  european small  versatile keeper",0,2,0,1,2,1,0,3,2,6
"3208","   agree  previous reviewers      bit short   top   kind       petite   tops    long        size     breasts       fit   standard size    love  shirt soooo adorable  color   bit  olive  brown         pic ",0,2,0,0,3,0,0,2,0,5
"3209"," shirt   comfortable    nice  jeans  work pants   great shirt",0,0,0,0,0,0,0,0,0,0
"3210","  high hopes   top  love  plaid  design  found   boxy  short  front  cut  low  ",0,1,0,0,2,0,0,2,0,3
"3211","  sunny   wear  sunshine yellow tee  love  color      pieced     flattering feminine fit   feeling relaxed  casual   slightly sheer   obscene   linen    scratchy   youre sensitive  aware   purchased medium  im   ",1,2,2,1,5,1,2,2,3,5
"3212"," agree    reviewers  top  completely disappointing            top  pulled   bag   begin",0,1,0,0,0,1,0,1,1,3
"3213"," runs  big",0,0,0,0,0,0,0,0,0,0
"3214"," short  boxy      appears   model    pinned  lot   picture",0,0,0,0,0,0,0,0,0,1
"3215","colors  completely dull  person     picture  lightened  great deal",0,1,0,0,1,1,1,1,1,2
"3216","fabric feels cheap  stiff",0,0,0,0,0,0,0,0,2,0
"3217","lining  stuff  poorly sewn",0,0,0,0,0,0,0,0,1,0
"3218"," havent  positive thing    ",0,0,0,0,0,0,0,0,0,0
"3219"," style plaid colors  cotton fabric  appealed     pics       cool  airy   brutal hot days ordered   blue  purple   size   length   disappoint    pretty       pic   surprise    tops   thin metallic pinstripe spaced abt  thruout  plaid   silver metallic   blue  raspberry   purple plaid  obvious     noticeable  close  cute feature",3,1,1,2,2,2,1,2,2,6
"3220","cute  simple  nice fabric   looser fit   youre   sizes id recommend  smaller size",0,0,0,0,0,0,0,1,0,2
"3221","  reviewers     colors   muted  good fall colors quality top  lining  bead detail  hem  sleeves flowy loose fit   cute  skinny jeans  booties   size     small chested great boho top",0,2,0,0,1,1,1,2,2,3
"3222","great color  fabric  bit   sheer side   completely seethrough perfect  spring summer    fall wore    weekend trip   beach  capris    work   cropped blazer planning  ordering   additional colors      good staple   wardrobe",0,3,0,0,3,1,2,3,1,4
"3223"," ordered  top  xsp  xs  dont     xsp top breathe long    thought    short    back    retailer      xs    thought   thing    fitting     end   day  stretched    felt    pretty top  received  lot  compliments  ",0,5,0,0,2,0,0,3,0,4
"3224"," cute   white cropped pilcro jeans    beach cover    bathing suit      colors",0,1,0,0,2,0,0,2,0,2
"3225"," skirt  stunning       cotton canvas    summer retailer  make ",0,0,0,0,0,0,0,0,0,0
"3226"," love  length       wear   skinny jeans  leggings      run   small      long    model       cute addition   wardrobe ",0,1,0,0,1,0,0,1,2,3
"3227"," dress  amazing quality  stunning details  flowy  absolutely beautiful",0,0,0,0,1,0,0,0,0,1
"3228"," plan  wearing  whilst im   depths   mongolian mountains  singing operatic arias",0,1,0,0,0,0,0,0,1,0
"3229"," ordered  size  regular     petite   sole purpose  dress length",0,0,0,0,0,0,0,0,0,0
"3230","  picture  dress     awkward length   model  sleeves     doesnt   good      length settled     ankles     sleeves reache",0,1,0,0,1,0,1,1,0,2
"3231","      wear   event   art gallery    loved  dress    hides body flaws  tired   xs   small     flowing   comfortable   fun  wear   short   length  great    wore   full length black slip      comfortable           fits   body style   great  ",1,2,0,0,2,2,2,1,6,3
"3232"," soft  vegan leather  stylish  thought  ran slightly small  size   jacket daughter    medium  tight",0,1,0,0,1,0,0,0,1,1
"3233"," hoodie  beautiful soft  flattering   soft fabric pilled badly   wearing       ratty    washings   accept pilling    sweatshirt     price  dont      back    ive complained  retailer employees   past   clothes pilling  poor quality  theyve     bring  back",0,0,0,0,2,1,0,0,1,2
"3234","    dress   returned   store  xxs      based  reviews   stylist asked         nice     cinch       people    size     lbs dd  waist  wouldnt    xs   give  idea ",0,1,0,0,0,0,0,0,0,1
"3235","material  nice  sturdy give ti  ",0,0,0,0,0,0,0,0,0,1
"3236","   beautiful dress   missing   bonnet",0,0,0,1,1,1,0,0,1,1
"3237","absolutely perfect  worth  penny            jackets   small fit  ended  purchasing  medium     room   arms insanely comfortable   stunning  expect compliments    wearing ",0,2,0,0,1,0,1,2,1,3
